key,Current_status,Created,historyid,Status_Date,Step_Status,Tostep_Status,Issue_type
RTICSD-219,Concluído,2020-06-16T20:35:35.146-0300,3596396,2020-06-19T17:12:21.828-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-218,Concluído,2020-06-16T19:42:47.185-0300,3567331,2020-06-17T12:58:44.016-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-218,Concluído,2020-06-16T19:42:47.185-0300,3578695,2020-06-18T11:06:04.953-0300,In Progress,QA,Add New Stores to Integrations CPG
RTICSD-218,Concluído,2020-06-16T19:42:47.185-0300,3586991,2020-06-18T19:25:40.904-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-217,Concluído,2020-06-16T18:49:54.977-0300,3559675,2020-06-16T19:05:09.293-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-217,Concluído,2020-06-16T18:49:54.977-0300,3561319,2020-06-16T20:41:06.015-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-217,Concluído,2020-06-16T18:49:54.977-0300,3562132,2020-06-16T22:11:31.334-0300,Developers Analysis,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-217,Concluído,2020-06-16T18:49:54.977-0300,3636663,2020-06-24T20:37:26.472-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-217,Concluído,2020-06-16T18:49:54.977-0300,3636664,2020-06-24T20:37:28.410-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-216,Concluído,2020-06-16T18:40:25.320-0300,3559777,2020-06-16T19:12:54.521-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-216,Concluído,2020-06-16T18:40:25.320-0300,3560038,2020-06-16T19:26:08.374-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-216,Concluído,2020-06-16T18:40:25.320-0300,3659952,2020-06-26T17:12:56.341-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-216,Concluído,2020-06-16T18:40:25.320-0300,3659954,2020-06-26T17:12:59.281-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-215,Concluído,2020-06-16T17:30:55.940-0300,3562203,2020-06-16T22:31:12.925-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-215,Concluído,2020-06-16T17:30:55.940-0300,3576435,2020-06-17T21:53:13.899-0300,In Progress,QA,Report an Integration Problem - Integrations CPG
RTICSD-215,Concluído,2020-06-16T17:30:55.940-0300,3590945,2020-06-19T10:41:57.047-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-214,Concluído,2020-06-16T17:05:16.372-0300,3558833,2020-06-16T18:18:31.104-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-214,Concluído,2020-06-16T17:05:16.372-0300,3558986,2020-06-16T18:30:30.058-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-214,Concluído,2020-06-16T17:05:16.372-0300,3659960,2020-06-26T17:13:12.420-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-214,Concluído,2020-06-16T17:05:16.372-0300,3659965,2020-06-26T17:13:16.696-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-213,Concluído,2020-06-16T15:45:09.800-0300,3556750,2020-06-16T16:34:43.261-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-213,Concluído,2020-06-16T15:45:09.800-0300,3556820,2020-06-16T16:38:42.654-0300,In Progress,QA,Report an Integration Problem - Integrations CPG
RTICSD-213,Concluído,2020-06-16T15:45:09.800-0300,3556888,2020-06-16T16:42:24.842-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-212,Concluído,2020-06-16T15:21:25.915-0300,3555466,2020-06-16T15:24:04.401-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-212,Concluído,2020-06-16T15:21:25.915-0300,3556187,2020-06-16T16:02:07.626-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-212,Concluído,2020-06-16T15:21:25.915-0300,3562130,2020-06-16T22:10:49.212-0300,Developers Analysis,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-212,Concluído,2020-06-16T15:21:25.915-0300,3654834,2020-06-26T12:41:50.612-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-212,Concluído,2020-06-16T15:21:25.915-0300,3654836,2020-06-26T12:41:52.512-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-211,Concluído,2020-06-16T15:18:31.822-0300,3555454,2020-06-16T15:23:30.128-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-211,Concluído,2020-06-16T15:18:31.822-0300,3556178,2020-06-16T16:01:56.368-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-211,Concluído,2020-06-16T15:18:31.822-0300,3562127,2020-06-16T22:10:12.092-0300,Developers Analysis,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-211,Concluído,2020-06-16T15:18:31.822-0300,3654826,2020-06-26T12:41:16.036-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-211,Concluído,2020-06-16T15:18:31.822-0300,3654828,2020-06-26T12:41:18.247-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-210,Concluído,2020-06-16T15:12:47.422-0300,3555336,2020-06-16T15:18:41.040-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-210,Concluído,2020-06-16T15:12:47.422-0300,3555337,2020-06-16T15:18:43.299-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-210,Concluído,2020-06-16T15:12:47.422-0300,3556175,2020-06-16T16:01:45.860-0300,Waiting for response,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-210,Concluído,2020-06-16T15:12:47.422-0300,3562126,2020-06-16T22:09:51.014-0300,Developers Analysis,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-210,Concluído,2020-06-16T15:12:47.422-0300,3654512,2020-06-26T12:22:35.251-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-210,Concluído,2020-06-16T15:12:47.422-0300,3654513,2020-06-26T12:22:37.904-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-209,Concluído,2020-06-16T14:46:44.140-0300,3558650,2020-06-16T18:06:01.386-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-209,Concluído,2020-06-16T14:46:44.140-0300,3562117,2020-06-16T22:07:30.342-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-208,Concluído,2020-06-16T14:23:48.516-0300,3555459,2020-06-16T15:23:43.499-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-208,Concluído,2020-06-16T14:23:48.516-0300,3555641,2020-06-16T15:32:11.201-0300,In Progress,Waiting for response,Add New Stores to Integrations CPG
RTICSD-208,Concluído,2020-06-16T14:23:48.516-0300,3570727,2020-06-17T16:21:34.683-0300,Waiting for response,Developers Analysis,Add New Stores to Integrations CPG
RTICSD-208,Concluído,2020-06-16T14:23:48.516-0300,3571137,2020-06-17T16:44:26.286-0300,Developers Analysis,QA,Add New Stores to Integrations CPG
RTICSD-208,Concluído,2020-06-16T14:23:48.516-0300,3571139,2020-06-17T16:44:28.643-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-207,Concluído,2020-06-16T13:33:53.259-0300,3558609,2020-06-16T18:04:07.194-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-207,Concluído,2020-06-16T13:33:53.259-0300,3558879,2020-06-16T18:22:08.989-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-207,Concluído,2020-06-16T13:33:53.259-0300,3559200,2020-06-16T18:42:21.407-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-207,Concluído,2020-06-16T13:33:53.259-0300,3559214,2020-06-16T18:42:48.275-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-206,Concluído,2020-06-16T13:24:22.264-0300,3558649,2020-06-16T18:05:55.659-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-206,Concluído,2020-06-16T13:24:22.264-0300,3576434,2020-06-17T21:53:00.580-0300,In Progress,QA,Add New Stores to Integrations CPG
RTICSD-206,Concluído,2020-06-16T13:24:22.264-0300,3576440,2020-06-17T21:53:53.738-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-205,Concluído,2020-06-16T12:04:06.768-0300,3551920,2020-06-16T12:47:56.468-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-205,Concluído,2020-06-16T12:04:06.768-0300,3552907,2020-06-16T13:26:59.119-0300,In Progress,Developers Analysis,Add New Stores to Integrations CPG
RTICSD-205,Concluído,2020-06-16T12:04:06.768-0300,3556933,2020-06-16T16:45:35.011-0300,Developers Analysis,Waiting for response,Add New Stores to Integrations CPG
RTICSD-205,Concluído,2020-06-16T12:04:06.768-0300,3663544,2020-06-26T20:32:40.064-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-205,Concluído,2020-06-16T12:04:06.768-0300,3663547,2020-06-26T20:32:42.412-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-204,Concluído,2020-06-15T22:12:04.226-0300,3548238,2020-06-16T10:14:57.325-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-204,Concluído,2020-06-15T22:12:04.226-0300,3548314,2020-06-16T10:21:59.923-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-204,Concluído,2020-06-15T22:12:04.226-0300,3659939,2020-06-26T17:12:19.390-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-204,Concluído,2020-06-15T22:12:04.226-0300,3659940,2020-06-26T17:12:22.945-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-203,Concluído,2020-06-15T20:57:04.087-0300,3551383,2020-06-16T12:24:57.095-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-203,Concluído,2020-06-15T20:57:04.087-0300,3552325,2020-06-16T12:58:17.680-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-203,Concluído,2020-06-15T20:57:04.087-0300,3557155,2020-06-16T16:56:01.476-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-203,Concluído,2020-06-15T20:57:04.087-0300,3565890,2020-06-17T11:46:54.982-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-202,Concluído,2020-06-15T20:45:12.907-0300,3552363,2020-06-16T12:59:37.844-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-202,Concluído,2020-06-15T20:45:12.907-0300,3552554,2020-06-16T13:09:39.211-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-202,Concluído,2020-06-15T20:45:12.907-0300,3555365,2020-06-16T15:19:59.807-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-202,Concluído,2020-06-15T20:45:12.907-0300,3555414,2020-06-16T15:21:49.763-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-201,Concluído,2020-06-15T19:38:59.810-0300,3552711,2020-06-16T13:17:58.018-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-201,Concluído,2020-06-15T19:38:59.810-0300,3560650,2020-06-16T20:05:34.125-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-201,Concluído,2020-06-15T19:38:59.810-0300,3586965,2020-06-18T19:22:36.777-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-201,Concluído,2020-06-15T19:38:59.810-0300,3586967,2020-06-18T19:22:39.790-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-200,Concluído,2020-06-15T19:13:37.033-0300,3545758,2020-06-15T19:39:41.648-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-200,Concluído,2020-06-15T19:13:37.033-0300,3545830,2020-06-15T19:50:19.448-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-200,Concluído,2020-06-15T19:13:37.033-0300,3659946,2020-06-26T17:12:40.792-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-200,Concluído,2020-06-15T19:13:37.033-0300,3659949,2020-06-26T17:12:44.308-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-199,Concluído,2020-06-15T19:06:31.394-0300,3545532,2020-06-15T19:11:24.009-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-199,Concluído,2020-06-15T19:06:31.394-0300,3545585,2020-06-15T19:17:38.374-0300,In Progress,QA,Add New Stores to Integrations CPG
RTICSD-199,Concluído,2020-06-15T19:06:31.394-0300,3546171,2020-06-15T20:57:51.110-0300,QA,Waiting for response,Add New Stores to Integrations CPG
RTICSD-199,Concluído,2020-06-15T19:06:31.394-0300,3588806,2020-06-18T21:34:24.546-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-199,Concluído,2020-06-15T19:06:31.394-0300,3588807,2020-06-18T21:34:26.555-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-198,Concluído,2020-06-15T17:45:22.865-0300,3544945,2020-06-15T17:47:32.625-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-198,Concluído,2020-06-15T17:45:22.865-0300,3544975,2020-06-15T17:52:45.938-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-197,Concluído,2020-06-15T17:12:46.194-0300,3545288,2020-06-15T18:37:24.821-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-197,Concluído,2020-06-15T17:12:46.194-0300,3553587,2020-06-16T13:53:03.878-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-195,Concluído,2020-06-15T16:04:51.104-0300,3544776,2020-06-15T17:30:35.781-0300,Backlog,In Progress,Change Type of Integration - Integration CPG
RTICSD-195,Concluído,2020-06-15T16:04:51.104-0300,3546065,2020-06-15T20:34:22.608-0300,In Progress,Done,Change Type of Integration - Integration CPG
RTICSD-194,Concluído,2020-06-15T15:47:36.265-0300,3544186,2020-06-15T15:56:23.556-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-194,Concluído,2020-06-15T15:47:36.265-0300,3544208,2020-06-15T16:02:19.456-0300,In Progress,QA,Add New Stores to Integrations CPG
RTICSD-194,Concluído,2020-06-15T15:47:36.265-0300,3545045,2020-06-15T18:03:48.673-0300,QA,Waiting for response,Add New Stores to Integrations CPG
RTICSD-194,Concluído,2020-06-15T15:47:36.265-0300,3636355,2020-06-24T20:13:08.879-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-194,Concluído,2020-06-15T15:47:36.265-0300,3636356,2020-06-24T20:13:10.827-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-193,Concluído,2020-06-15T15:25:49.871-0300,3544470,2020-06-15T16:41:32.527-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-193,Concluído,2020-06-15T15:25:49.871-0300,3544520,2020-06-15T16:46:58.303-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-192,Concluído,2020-06-15T14:56:06.460-0300,3543778,2020-06-15T15:03:11.828-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-192,Concluído,2020-06-15T14:56:06.460-0300,3543974,2020-06-15T15:34:26.880-0300,In Progress,QA,Add New Stores to Integrations CPG
RTICSD-192,Concluído,2020-06-15T14:56:06.460-0300,3545109,2020-06-15T18:13:23.373-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-191,Concluído,2020-06-15T14:21:49.008-0300,3543564,2020-06-15T14:45:15.232-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-191,Concluído,2020-06-15T14:21:49.008-0300,3543569,2020-06-15T14:45:25.732-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-191,Concluído,2020-06-15T14:21:49.008-0300,3558708,2020-06-16T18:09:44.125-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-191,Concluído,2020-06-15T14:21:49.008-0300,3558711,2020-06-16T18:09:48.891-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-190,Concluído,2020-06-15T14:11:36.984-0300,3549572,2020-06-16T11:38:47.512-0300,Backlog,In Progress,Change Type of Integration - Integration CPG
RTICSD-190,Concluído,2020-06-15T14:11:36.984-0300,3549795,2020-06-16T11:46:39.472-0300,In Progress,Waiting for response,Change Type of Integration - Integration CPG
RTICSD-190,Concluído,2020-06-15T14:11:36.984-0300,3556387,2020-06-16T16:15:57.029-0300,Waiting for response,QA,Change Type of Integration - Integration CPG
RTICSD-190,Concluído,2020-06-15T14:11:36.984-0300,3556390,2020-06-16T16:15:59.103-0300,QA,Done,Change Type of Integration - Integration CPG
RTICSD-189,Concluído,2020-06-15T14:00:44.931-0300,3543461,2020-06-15T14:31:12.349-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-189,Concluído,2020-06-15T14:00:44.931-0300,3556830,2020-06-16T16:39:17.416-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-188,Concluído,2020-06-15T13:49:50.676-0300,3546064,2020-06-15T20:34:06.351-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-188,Concluído,2020-06-15T13:49:50.676-0300,3554803,2020-06-16T14:54:49.522-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-187,Concluído,2020-06-15T13:30:27.072-0300,3555102,2020-06-16T15:09:55.195-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-187,Concluído,2020-06-15T13:30:27.072-0300,3555105,2020-06-16T15:10:09.824-0300,In Progress,QA,Report an Integration Problem - Integrations CPG
RTICSD-187,Concluído,2020-06-15T13:30:27.072-0300,3564419,2020-06-17T10:18:25.955-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-186,Concluído,2020-06-15T12:48:36.309-0300,3542950,2020-06-15T13:22:00.343-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-186,Concluído,2020-06-15T12:48:36.309-0300,3543041,2020-06-15T13:43:40.104-0300,In Progress,Waiting for response,Add New Stores to Integrations CPG
RTICSD-186,Concluído,2020-06-15T12:48:36.309-0300,3543800,2020-06-15T15:06:06.662-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-186,Concluído,2020-06-15T12:48:36.309-0300,3543801,2020-06-15T15:06:09.440-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-185,Concluído,2020-06-15T12:32:02.874-0300,3545639,2020-06-15T19:21:54.884-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-185,Concluído,2020-06-15T12:32:02.874-0300,3545699,2020-06-15T19:27:58.331-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-185,Concluído,2020-06-15T12:32:02.874-0300,3548355,2020-06-16T10:25:35.751-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-185,Concluído,2020-06-15T12:32:02.874-0300,3577719,2020-06-18T04:05:35.381-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-184,Concluído,2020-06-15T11:46:47.197-0300,3542191,2020-06-15T11:56:06.272-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-184,Concluído,2020-06-15T11:46:47.197-0300,3543325,2020-06-15T14:13:14.932-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-184,Concluído,2020-06-15T11:46:47.197-0300,3543983,2020-06-15T15:35:35.768-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-184,Concluído,2020-06-15T11:46:47.197-0300,3543984,2020-06-15T15:35:37.915-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-183,Concluído,2020-06-15T11:42:39.266-0300,3544900,2020-06-15T17:44:12.684-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-183,Concluído,2020-06-15T11:42:39.266-0300,3544901,2020-06-15T17:44:15.307-0300,In Progress,Waiting for response,Add New Stores to Integrations CPG
RTICSD-183,Concluído,2020-06-15T11:42:39.266-0300,3546348,2020-06-15T21:32:51.663-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-183,Concluído,2020-06-15T11:42:39.266-0300,3551083,2020-06-16T12:10:34.007-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-182,Concluído,2020-06-15T11:39:29.906-0300,3545998,2020-06-15T20:17:55.527-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-182,Concluído,2020-06-15T11:39:29.906-0300,3545999,2020-06-15T20:17:57.860-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-181,Concluído,2020-06-15T11:26:52.274-0300,3542204,2020-06-15T11:58:26.970-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-181,Concluído,2020-06-15T11:26:52.274-0300,3543460,2020-06-15T14:30:59.516-0300,In Progress,Waiting for response,Add New Stores to Integrations CPG
RTICSD-181,Concluído,2020-06-15T11:26:52.274-0300,3545716,2020-06-15T19:33:10.449-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-181,Concluído,2020-06-15T11:26:52.274-0300,3545717,2020-06-15T19:33:11.930-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-180,Concluído,2020-06-15T10:57:00.748-0300,3542073,2020-06-15T11:41:33.215-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-180,Concluído,2020-06-15T10:57:00.748-0300,3542090,2020-06-15T11:44:00.530-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-179,Concluído,2020-06-14T22:50:12.788-0300,3541288,2020-06-15T08:40:04.424-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-179,Concluído,2020-06-14T22:50:12.788-0300,3541296,2020-06-15T08:43:18.448-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-178,Concluído,2020-06-14T22:45:11.688-0300,3541297,2020-06-15T08:43:40.260-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-178,Concluído,2020-06-14T22:45:11.688-0300,3541307,2020-06-15T08:48:03.841-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-177,Concluído,2020-06-14T16:23:28.733-0300,3540358,2020-06-14T18:51:14.426-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-177,Concluído,2020-06-14T16:23:28.733-0300,3540371,2020-06-14T19:16:41.748-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-176,Concluído,2020-06-12T18:36:06.659-0300,3535754,2020-06-12T18:39:35.702-0300,Backlog,In Progress,Change Scheduling of Integration  CPG
RTICSD-176,Concluído,2020-06-12T18:36:06.659-0300,3535821,2020-06-12T18:43:37.431-0300,In Progress,Developers Analysis,Change Scheduling of Integration  CPG
RTICSD-176,Concluído,2020-06-12T18:36:06.659-0300,3548909,2020-06-16T11:06:13.026-0300,Developers Analysis,QA,Change Scheduling of Integration  CPG
RTICSD-176,Concluído,2020-06-12T18:36:06.659-0300,3548926,2020-06-16T11:06:45.115-0300,QA,Done,Change Scheduling of Integration  CPG
RTICSD-175,Concluído,2020-06-12T16:31:13.087-0300,3544161,2020-06-15T15:55:12.624-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-175,Concluído,2020-06-12T16:31:13.087-0300,3544163,2020-06-15T15:55:15.110-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-174,Concluído,2020-06-12T15:19:22.544-0300,3532991,2020-06-12T15:24:46.867-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-174,Concluído,2020-06-12T15:19:22.544-0300,3533364,2020-06-12T15:55:15.304-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-174,Concluído,2020-06-12T15:19:22.544-0300,3590434,2020-06-19T09:13:05.032-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-174,Concluído,2020-06-12T15:19:22.544-0300,3590550,2020-06-19T09:33:54.488-0300,QA,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-174,Concluído,2020-06-12T15:19:22.544-0300,3590591,2020-06-19T09:50:25.823-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-174,Concluído,2020-06-12T15:19:22.544-0300,3590592,2020-06-19T09:50:28.799-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-173,Concluído,2020-06-12T15:00:50.938-0300,3533499,2020-06-12T16:05:26.926-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-173,Concluído,2020-06-12T15:00:50.938-0300,3533726,2020-06-12T16:25:20.480-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-172,Concluído,2020-06-12T14:17:58.394-0300,3534318,2020-06-12T17:01:55.448-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-172,Concluído,2020-06-12T14:17:58.394-0300,3534321,2020-06-12T17:02:01.643-0300,In Progress,QA,Report an Integration Problem - Integrations CPG
RTICSD-172,Concluído,2020-06-12T14:17:58.394-0300,3534417,2020-06-12T17:10:46.688-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-171,Concluído,2020-06-12T14:06:17.063-0300,3531971,2020-06-12T14:18:10.504-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-171,Concluído,2020-06-12T14:06:17.063-0300,3532091,2020-06-12T14:29:49.925-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-170,Concluído,2020-06-12T13:57:11.739-0300,3532111,2020-06-12T14:30:58.530-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-170,Concluído,2020-06-12T13:57:11.739-0300,3532260,2020-06-12T14:36:57.969-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-169,Concluído,2020-06-12T13:29:19.902-0300,3531323,2020-06-12T13:40:57.973-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-169,Concluído,2020-06-12T13:29:19.902-0300,3531324,2020-06-12T13:41:00.003-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-169,Concluído,2020-06-12T13:29:19.902-0300,3531523,2020-06-12T13:50:36.259-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-169,Concluído,2020-06-12T13:29:19.902-0300,3531524,2020-06-12T13:50:38.639-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-168,Concluído,2020-06-12T12:37:16.300-0300,3530862,2020-06-12T13:12:36.604-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-168,Concluído,2020-06-12T12:37:16.300-0300,3530906,2020-06-12T13:14:43.419-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-168,Concluído,2020-06-12T12:37:16.300-0300,3532137,2020-06-12T14:32:12.819-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-168,Concluído,2020-06-12T12:37:16.300-0300,3532138,2020-06-12T14:32:16.192-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-167,Concluído,2020-06-12T11:21:17.076-0300,3530613,2020-06-12T13:00:05.706-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-167,Concluído,2020-06-12T11:21:17.076-0300,3530720,2020-06-12T13:05:12.655-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
